Contig,Bin,Type
contig_25682,MAG_378,chromosome
contig_25690,MAG_47,chromosome
contig_25692,MAG_960,chromosome
contig_25693,MAG_634,chromosome
contig_25695,MAG_28,chromosome
contig_25697,MAG_136,chromosome
contig_25702,MAG_31,chromosome
contig_25705,MAG_4,chromosome
contig_2571,MAG_1477,unmapped
contig_25711,MAG_1680,chromosome
contig_25713,MAG_4,chromosome
contig_2572,MAG_1478,chromosome
contig_25728,Unbinned MAG,unmapped
contig_25731,MAG_1503,chromosome
contig_25737,MAG_585,chromosome
contig_25739,MAG_162,chromosome
contig_25741,MAG_823,unmapped
contig_25742,MAG_18,chromosome
contig_25743,MAG_422,chromosome
contig_25752,MAG_607,unmapped
contig_25755,MAG_1833,chromosome
contig_25757,Unbinned MAG,unmapped
contig_25758,MAG_252,chromosome
contig_25762,MAG_295,chromosome
contig_25764,MAG_816,unmapped
contig_25779,MAG_248,chromosome
contig_25782,MAG_1843,unmapped
contig_25784,MAG_1841,chromosome
contig_25788,Unbinned MAG,unmapped
contig_25792,MAG_1245,unmapped
contig_25797,MAG_895,chromosome
contig_25800,MAG_488,unmapped
contig_25804,MAG_164,unmapped
contig_25812,MAG_975,unmapped
contig_25816,MAG_726,chromosome
contig_25821,MAG_947,unmapped
contig_25823,contig_25823,phage
contig_25826,MAG_244,chromosome
contig_25830,Unbinned MAG,unmapped
contig_25832,MAG_186,chromosome
contig_25835,MAG_1854,chromosome
contig_25839,MAG_1854,chromosome
contig_25849,MAG_685,chromosome
contig_25851,MAG_1680,chromosome
contig_25852,MAG_18,chromosome
contig_25857,MAG_1073,unmapped
contig_2586,MAG_365,chromosome
contig_25883,MAG_876,unmapped
contig_25884,MAG_876,unmapped
contig_25887,contig_25887,phage
contig_25888,MAG_1556,unmapped
contig_25898,MAG_1575,unmapped
contig_25899,MAG_1575,chromosome
contig_2590,MAG_1778,chromosome
contig_25900,MAG_392,chromosome
contig_25909,Unbinned MAG,unmapped
contig_25914,MAG_861,unmapped
contig_25918,MAG_979,unmapped
contig_25919,MAG_101,chromosome
contig_2592,MAG_1436,unmapped
contig_25920,MAG_342,chromosome
contig_25922,Unbinned MAG,unmapped
contig_25931,MAG_258,chromosome
contig_25933,MAG_657,unmapped
contig_25934,MAG_1121,unmapped
contig_25938,MAG_76,chromosome
contig_25945,MAG_1270,chromosome
contig_25951,MAG_120,chromosome
contig_25952,MAG_274,chromosome
contig_25956,MAG_47,chromosome
contig_25967,MAG_224,chromosome
contig_25970,MAG_93,chromosome
contig_25981,MAG_372,unmapped
contig_25993,MAG_446,unmapped
contig_25998,MAG_255,chromosome
contig_26006,MAG_190,chromosome
contig_26007,MAG_644,unmapped
contig_26013,MAG_87,unmapped
contig_26039,MAG_119,chromosome
contig_26040,MAG_552,unmapped
contig_26043,MAG_44,chromosome
contig_26045,MAG_1657,chromosome
contig_26052,MAG_557,chromosome
contig_26055,MAG_109,unmapped
contig_2606,MAG_518,chromosome
contig_26060,MAG_145,chromosome
contig_26062,MAG_118,chromosome
contig_26074,MAG_180,chromosome
contig_26076,MAG_492,chromosome
contig_26080,MAG_1760,unmapped
contig_2609,MAG_1376,chromosome
contig_26091,MAG_20,chromosome
contig_26094,MAG_20,chromosome
contig_26099,MAG_197,unmapped
contig_2610,MAG_328,chromosome
contig_26102,MAG_54,chromosome
contig_26106,MAG_54,chromosome
contig_26110,MAG_826,unmapped
contig_26112,MAG_685,chromosome
contig_26113,MAG_42,chromosome
contig_26115,MAG_1629,chromosome
contig_26118,contig_26118,phage
contig_2612,MAG_578,chromosome
contig_26122,MAG_1255,chromosome
contig_26124,MAG_1556,unmapped
contig_2613,MAG_330,chromosome
contig_26130,MAG_684,unmapped
contig_2614,MAG_1538,chromosome
contig_26146,MAG_445,unmapped
contig_2615,MAG_1826,chromosome
contig_26154,MAG_6,unmapped
contig_26156,MAG_980,chromosome
contig_2616,MAG_194,chromosome
contig_2617,MAG_541,chromosome
contig_26172,MAG_1718,chromosome
contig_26175,MAG_732,chromosome
contig_26176,Unbinned MAG,unmapped
contig_2618,MAG_55,chromosome
contig_26181,MAG_1476,chromosome
contig_26186,MAG_1659,chromosome
contig_26188,MAG_40,chromosome
contig_2619,MAG_1406,chromosome
contig_26193,MAG_73,chromosome
contig_26194,MAG_1874,unmapped
contig_26198,MAG_630,unmapped
contig_2620,MAG_1399,unmapped
contig_26206,MAG_1714,chromosome
contig_26208,MAG_89,chromosome
contig_2621,Unbinned MAG,unmapped
contig_2622,MAG_1324,unmapped
contig_26229,Unbinned MAG,unmapped
contig_26230,MAG_604,chromosome
contig_26231,MAG_1287,chromosome
contig_26235,MAG_1765,chromosome
contig_26248,MAG_45,chromosome
contig_26254,MAG_98,chromosome
contig_26255,MAG_25,chromosome
contig_26257,MAG_6,chromosome
contig_26258,MAG_272,chromosome
contig_26260,MAG_244,chromosome
contig_26265,MAG_1230,chromosome
contig_26268,MAG_592,unmapped
contig_2627,MAG_186,chromosome
contig_26273,MAG_709,chromosome
contig_26279,MAG_371,chromosome
contig_26280,MAG_79,unmapped
contig_26282,MAG_1498,chromosome
contig_26285,MAG_194,chromosome
contig_2629,MAG_1386,unmapped
contig_26290,MAG_350,chromosome
contig_26294,Unbinned MAG,unmapped
contig_263,MAG_1305,unmapped
contig_26311,MAG_1624,chromosome
contig_26314,Unbinned MAG,unmapped
contig_26321,MAG_1698,unmapped
contig_26325,MAG_892,chromosome
contig_26326,MAG_625,unmapped
contig_26332,MAG_107,chromosome
contig_26335,MAG_324,chromosome
contig_26343,MAG_441,unmapped
contig_26351,MAG_1851,chromosome
contig_26354,Unbinned MAG,unmapped
contig_26363,MAG_1624,chromosome
contig_26371,MAG_1817,chromosome
contig_26372,MAG_729,chromosome
contig_26379,MAG_494,chromosome
contig_26380,MAG_494,chromosome
contig_26382,MAG_85,chromosome
contig_26407,MAG_1721,chromosome
contig_26408,MAG_1325,chromosome
contig_26418,Unbinned MAG,unmapped
contig_26419,MAG_880,chromosome
contig_26430,Unbinned MAG,unmapped
contig_26431,Unbinned MAG,unmapped
contig_26433,MAG_325,chromosome
contig_26435,MAG_1289,chromosome
contig_26437,MAG_1074,chromosome
contig_26439,MAG_1670,chromosome
contig_26442,MAG_1672,chromosome
contig_26447,MAG_1206,chromosome
contig_26455,MAG_258,chromosome
contig_26466,MAG_14,chromosome
contig_26468,MAG_14,chromosome
contig_26475,MAG_1558,chromosome
contig_26477,MAG_55,chromosome
contig_26480,MAG_93,chromosome
contig_26481,MAG_893,chromosome
contig_26482,MAG_1435,chromosome
contig_26484,MAG_233,unmapped
contig_26487,MAG_1846,unmapped
contig_26493,MAG_1718,chromosome
contig_26496,MAG_272,chromosome
contig_26497,MAG_126,chromosome
contig_26498,MAG_126,chromosome
contig_26499,MAG_1395,chromosome
contig_26500,MAG_1835,chromosome
contig_26503,MAG_402,unmapped
contig_26505,contig_26505,plasmid
contig_26506,Unbinned MAG,unmapped
contig_26507,Unbinned MAG,unmapped
contig_26509,MAG_1121,unmapped
contig_26519,MAG_10,unmapped
contig_26521,MAG_79,chromosome
contig_26525,MAG_120,chromosome
contig_26540,Unbinned MAG,unmapped
contig_26541,Unbinned MAG,unmapped
contig_26542,MAG_172,chromosome
contig_26547,MAG_1619,chromosome
contig_26548,MAG_1585,unmapped
contig_26551,MAG_1431,chromosome
contig_26552,MAG_1432,chromosome
contig_26558,MAG_249,chromosome
contig_26567,MAG_1209,unmapped
contig_26572,MAG_836,chromosome
contig_26574,MAG_1576,chromosome
contig_26577,MAG_490,chromosome
contig_26579,MAG_513,unmapped
contig_26581,MAG_1639,unmapped
contig_26585,Unbinned MAG,unmapped
contig_26587,MAG_23,chromosome
contig_26589,MAG_180,chromosome
contig_26609,MAG_1506,unmapped
contig_26610,MAG_1506,unmapped
contig_26615,MAG_1633,unmapped
contig_26618,MAG_281,unmapped
contig_26620,MAG_134,chromosome
contig_26632,contig_26632,phage
contig_26637,MAG_785,unmapped
contig_26639,Unbinned MAG,unmapped
contig_26641,Unbinned MAG,unmapped
contig_26642,MAG_33,chromosome
contig_26644,Unbinned MAG,unmapped
contig_26645,MAG_33,chromosome
contig_26648,MAG_1314,chromosome
contig_26655,MAG_935,unmapped
contig_26660,MAG_1256,chromosome
contig_26664,MAG_1234,unmapped
contig_26670,MAG_1234,unmapped
contig_26671,MAG_1584,unmapped
contig_2668,MAG_89,chromosome
contig_26680,MAG_674,unmapped
contig_26686,MAG_311,chromosome
contig_26691,MAG_1377,chromosome
contig_26693,MAG_299,unmapped
contig_267,MAG_1588,unmapped
contig_26704,MAG_1340,chromosome
contig_26718,Unbinned MAG,unmapped
contig_26729,MAG_392,unmapped
contig_26737,MAG_457,unmapped
contig_26739,MAG_496,chromosome
contig_2675,MAG_802,chromosome
contig_26751,MAG_182,chromosome
contig_26758,MAG_57,chromosome
contig_26759,MAG_200,chromosome
contig_26763,MAG_91,chromosome
contig_26765,MAG_545,chromosome
contig_26777,contig_26777,phage
contig_26783,MAG_1372,chromosome
contig_26789,Unbinned MAG,unmapped
contig_26796,Unbinned MAG,unmapped
contig_268,MAG_1306,unmapped
contig_26800,MAG_779,chromosome
contig_26808,MAG_435,unmapped
contig_26813,MAG_373,chromosome
contig_26817,contig_26817,phage
contig_2682,MAG_521,chromosome
contig_26820,MAG_873,unmapped
contig_26825,MAG_949,unmapped
contig_26832,MAG_53,chromosome
contig_26845,MAG_225,chromosome
contig_26848,MAG_201,unmapped
contig_26851,MAG_345,unmapped
contig_26852,MAG_1755,chromosome
contig_26853,MAG_1754,chromosome
contig_26857,MAG_81,chromosome
contig_26862,MAG_100,chromosome
contig_26866,MAG_76,chromosome
contig_2687,MAG_521,chromosome
contig_26871,MAG_76,chromosome
contig_26872,MAG_76,chromosome
contig_26880,MAG_447,chromosome
contig_26899,MAG_1321,chromosome
contig_26901,MAG_949,unmapped
contig_26902,MAG_10,chromosome
contig_26903,MAG_10,chromosome
contig_26908,MAG_155,chromosome
contig_26916,MAG_365,chromosome
contig_26920,MAG_1589,chromosome
contig_26921,MAG_453,unmapped
contig_26929,MAG_135,chromosome
contig_26936,Unbinned MAG,unmapped
contig_26940,MAG_1353,chromosome
contig_26941,MAG_130,chromosome
contig_26942,MAG_629,chromosome
contig_26961,MAG_88,chromosome
contig_26965,MAG_41,chromosome
contig_26969,MAG_581,unmapped
contig_26970,MAG_436,chromosome
contig_26984,MAG_1546,unmapped
contig_26989,MAG_118,chromosome
contig_2699,MAG_188,unmapped
contig_26994,MAG_1875,chromosome
contig_27003,MAG_321,unmapped
contig_27004,MAG_320,unmapped
contig_27005,Unbinned MAG,unmapped
contig_27006,Unbinned MAG,unmapped
contig_27008,MAG_1537,chromosome
contig_27012,MAG_1687,unmapped
contig_27015,MAG_1288,chromosome
contig_27026,MAG_164,chromosome
contig_27032,MAG_141,chromosome
contig_27033,MAG_802,chromosome
contig_27049,MAG_1820,chromosome
contig_2705,Unbinned MAG,unmapped
contig_27053,MAG_15,chromosome
contig_27054,MAG_15,chromosome
contig_27055,MAG_294,chromosome
contig_27060,MAG_1607,chromosome
contig_27061,MAG_43,chromosome
contig_27064,MAG_1462,unmapped
contig_27069,MAG_310,unmapped
contig_2707,MAG_1247,chromosome
contig_27071,MAG_1803,unmapped
contig_27073,MAG_634,chromosome
contig_27074,MAG_13,chromosome
contig_2708,MAG_349,unmapped
contig_27082,MAG_847,chromosome
contig_27085,MAG_1324,unmapped
contig_27087,MAG_130,chromosome
contig_2709,MAG_1217,chromosome
contig_27090,MAG_317,unmapped
contig_2710,MAG_1217,chromosome
contig_27110,MAG_663,chromosome
contig_27114,MAG_755,unmapped
contig_27115,MAG_17,chromosome
contig_27119,MAG_105,chromosome
contig_27125,MAG_173,chromosome
contig_27144,MAG_353,unmapped
contig_27152,Unbinned MAG,unmapped
contig_2716,MAG_597,chromosome
contig_27171,MAG_1548,chromosome
contig_27176,MAG_353,chromosome
contig_2718,MAG_559,chromosome
contig_27198,MAG_139,unmapped
contig_27205,contig_27205,phage
contig_27209,MAG_509,unmapped
contig_2721,MAG_701,unmapped
contig_27211,MAG_509,unmapped
contig_27214,MAG_1646,chromosome
contig_27218,Unbinned MAG,unmapped
contig_2722,MAG_633,unmapped
contig_27221,MAG_485,unmapped
contig_27229,MAG_25,chromosome
contig_27234,MAG_334,chromosome
contig_27235,MAG_1369,unmapped
contig_27238,MAG_1486,unmapped
contig_27239,MAG_1485,unmapped
contig_27246,MAG_1488,chromosome
contig_27254,MAG_1459,chromosome
contig_27267,MAG_1836,chromosome
contig_2727,MAG_1547,unmapped
contig_27278,MAG_8,chromosome
contig_27280,MAG_1651,unmapped
contig_27281,MAG_1652,unmapped
contig_27282,MAG_1651,unmapped
contig_27287,MAG_207,chromosome
contig_273,MAG_47,chromosome
contig_27305,MAG_1665,chromosome
contig_27314,MAG_1669,chromosome
contig_27315,MAG_1668,chromosome
contig_27318,MAG_1726,chromosome
contig_27325,MAG_1075,unmapped
contig_27329,MAG_779,unmapped
contig_27335,MAG_214,chromosome
contig_27344,MAG_1833,chromosome
contig_27345,MAG_1836,chromosome
contig_27352,MAG_1633,chromosome
contig_27354,MAG_625,unmapped
contig_27355,MAG_227,chromosome
contig_2736,MAG_5,unmapped
contig_27364,MAG_25,chromosome
contig_27369,MAG_1755,chromosome
contig_27370,MAG_100,chromosome
contig_27371,MAG_100,unmapped
contig_27372,MAG_100,chromosome
contig_27387,MAG_565,unmapped
contig_27389,Unbinned MAG,unmapped
contig_27390,MAG_1557,chromosome
contig_27404,Unbinned MAG,unmapped
contig_2741,MAG_1723,chromosome
contig_27417,MAG_461,chromosome
contig_27418,MAG_64,chromosome
contig_2742,Unbinned MAG,unmapped
contig_2743,MAG_333,unmapped
contig_27430,MAG_138,chromosome
contig_27431,MAG_1888,chromosome
contig_27432,MAG_119,chromosome
contig_27433,MAG_179,chromosome
contig_27436,MAG_972,unmapped
contig_27439,MAG_350,chromosome
contig_2744,MAG_1825,unmapped
contig_27450,MAG_39,unmapped
contig_27453,MAG_461,chromosome
contig_27455,MAG_1192,unmapped
contig_27458,MAG_193,chromosome
contig_2746,MAG_1823,unmapped
contig_27466,MAG_395,chromosome
contig_27469,Unbinned MAG,unmapped
contig_27472,MAG_1576,chromosome
contig_27474,MAG_1202,chromosome
contig_27475,MAG_900,chromosome
contig_27479,MAG_1811,chromosome
contig_27483,MAG_1812,chromosome
contig_27488,MAG_1810,chromosome
contig_27501,MAG_1812,chromosome
contig_27512,MAG_137,chromosome
contig_27516,MAG_452,chromosome
contig_27537,MAG_373,chromosome
contig_27549,MAG_126,chromosome
contig_27550,MAG_1817,chromosome
contig_27569,MAG_277,chromosome
contig_27574,MAG_644,unmapped
contig_27579,MAG_1412,chromosome
contig_27584,Unbinned MAG,unmapped
contig_27586,MAG_1412,chromosome
contig_2759,MAG_261,chromosome
contig_27591,MAG_1413,unmapped
contig_27599,MAG_158,chromosome
contig_276,MAG_1816,chromosome
contig_2760,MAG_226,chromosome
contig_2761,MAG_544,chromosome
contig_27615,MAG_1568,unmapped
contig_27616,MAG_1568,unmapped
contig_27620,MAG_179,chromosome
contig_27622,MAG_1128,unmapped
contig_27623,MAG_894,chromosome
contig_27624,MAG_894,unmapped
contig_27629,contig_27629,phage
contig_2763,MAG_1596,chromosome
contig_27635,MAG_251,chromosome
contig_27637,MAG_71,chromosome
contig_27638,MAG_853,unmapped
contig_27640,MAG_89,chromosome
contig_27641,MAG_940,unmapped
contig_2765,MAG_727,chromosome
contig_27661,MAG_201,unmapped
contig_27663,MAG_744,chromosome
contig_27667,MAG_110,chromosome
contig_27671,MAG_179,chromosome
contig_27681,MAG_7,chromosome
contig_2769,MAG_234,chromosome
contig_27691,MAG_835,unmapped
contig_27695,MAG_760,chromosome
contig_27705,MAG_1817,chromosome
contig_27709,MAG_1424,chromosome
contig_27719,Unbinned MAG,unmapped
contig_27720,Unbinned MAG,unmapped
contig_27722,MAG_1678,chromosome
contig_27732,MAG_1793,unmapped
contig_27733,Unbinned MAG,unmapped
contig_27735,MAG_495,chromosome
contig_27736,MAG_895,chromosome
contig_27739,MAG_93,chromosome
contig_27741,MAG_119,chromosome
contig_27742,MAG_229,unmapped
contig_27748,MAG_1575,chromosome
contig_27753,MAG_1571,chromosome
contig_27760,MAG_1422,chromosome
contig_27762,MAG_291,chromosome
contig_27763,MAG_236,chromosome
contig_27764,MAG_1442,unmapped
contig_27766,MAG_173,chromosome
contig_27769,MAG_326,chromosome
contig_27772,MAG_1614,chromosome
contig_27774,MAG_1773,chromosome
contig_27775,MAG_34,chromosome
contig_27781,MAG_323,chromosome
contig_27783,MAG_93,chromosome
contig_27788,MAG_157,chromosome
contig_2780,Unbinned MAG,unmapped
contig_27807,MAG_1360,chromosome
contig_27814,MAG_1361,chromosome
contig_2783,MAG_654,chromosome
contig_27839,MAG_1362,unmapped
contig_27848,MAG_208,chromosome
contig_2786,MAG_306,unmapped
contig_27862,MAG_803,unmapped
contig_27866,MAG_1071,unmapped
contig_27868,MAG_1728,chromosome
contig_27871,MAG_678,chromosome
contig_27872,MAG_1565,chromosome
contig_27874,MAG_455,unmapped
contig_27881,contig_27881,phage
contig_27884,contig_27884,phage
contig_27891,contig_27891,phage
contig_27892,contig_27892,phage
contig_2790,MAG_108,chromosome
contig_27904,MAG_210,chromosome
contig_27908,MAG_5,chromosome
contig_27909,MAG_276,chromosome
contig_2792,MAG_1653,unmapped
contig_27928,MAG_1352,chromosome
contig_2793,contig_2793,phage
contig_27930,MAG_269,chromosome
contig_27932,MAG_1789,chromosome
contig_27941,MAG_185,unmapped
contig_27945,MAG_826,unmapped
contig_27946,MAG_1524,chromosome
contig_27947,MAG_241,chromosome
contig_27950,MAG_517,unmapped
contig_27959,MAG_238,chromosome
contig_2796,MAG_48,chromosome
contig_27960,MAG_238,chromosome
contig_27964,MAG_132,chromosome
contig_2797,MAG_68,chromosome
contig_27973,Unbinned MAG,unmapped
contig_27974,MAG_72,unmapped
contig_27976,MAG_451,unmapped
contig_27982,Unbinned MAG,unmapped
contig_27984,Unbinned MAG,unmapped
contig_27985,MAG_308,chromosome
contig_27986,MAG_1669,chromosome
contig_27994,MAG_387,chromosome
contig_27997,MAG_1560,chromosome
contig_28,MAG_1377,chromosome
contig_28000,MAG_206,chromosome
contig_28001,MAG_206,chromosome
contig_28015,MAG_4,chromosome
contig_28020,Unbinned MAG,unmapped
contig_28023,Unbinned MAG,unmapped
contig_28024,MAG_337,chromosome
contig_28026,MAG_682,chromosome
contig_28044,MAG_540,chromosome
contig_28048,MAG_392,chromosome
contig_28049,MAG_1776,unmapped
contig_2805,MAG_1583,unmapped
contig_28057,contig_28057,phage
contig_2806,MAG_454,chromosome
contig_28061,MAG_436,chromosome
contig_28066,MAG_3,chromosome
contig_28079,Unbinned MAG,unmapped
contig_28085,MAG_896,unmapped
contig_28087,MAG_540,chromosome
contig_28090,MAG_193,chromosome
contig_28093,MAG_181,chromosome
contig_28098,Unbinned MAG,unmapped
contig_281,MAG_828,unmapped
contig_2810,MAG_1326,chromosome
contig_28104,Unbinned MAG,unmapped
contig_28105,MAG_354,chromosome
contig_28107,MAG_206,chromosome
contig_28114,Unbinned MAG,unmapped
contig_28120,MAG_307,chromosome
contig_28124,MAG_164,chromosome
contig_28136,MAG_458,unmapped
contig_28140,MAG_1076,chromosome
contig_28141,MAG_1080,unmapped
contig_28144,Unbinned MAG,unmapped
contig_28147,MAG_1665,chromosome
contig_28151,MAG_90,chromosome
contig_28154,MAG_1565,chromosome
contig_28159,MAG_1148,unmapped
contig_28164,contig_28164,phage
contig_28169,MAG_1360,chromosome
contig_28171,Unbinned MAG,unmapped
contig_28177,MAG_45,chromosome
contig_28178,MAG_223,chromosome
contig_2819,MAG_1695,chromosome
contig_28204,MAG_77,chromosome
contig_28206,MAG_99,unmapped
contig_28207,MAG_37,unmapped
contig_28208,Unbinned MAG,unmapped
contig_28209,MAG_50,unmapped
contig_28211,MAG_209,chromosome
contig_28217,MAG_1523,chromosome
contig_28226,MAG_1849,chromosome
contig_28236,MAG_145,chromosome
contig_28246,MAG_838,unmapped
contig_28247,MAG_1509,chromosome
contig_28253,MAG_147,chromosome
contig_28255,MAG_708,unmapped
contig_28257,MAG_719,unmapped
contig_28258,MAG_349,unmapped
contig_2826,contig_2826,phage
contig_28266,MAG_1840,unmapped
contig_28280,MAG_390,chromosome
contig_28283,MAG_1760,unmapped
contig_28288,MAG_22,chromosome
contig_2830,MAG_1897,unmapped
contig_28309,MAG_316,chromosome
contig_2831,MAG_1895,unmapped
contig_28314,MAG_260,chromosome
contig_28321,MAG_1416,unmapped
contig_28322,MAG_447,chromosome
contig_28328,MAG_1633,chromosome
contig_28341,MAG_694,unmapped
contig_28349,MAG_1277,unmapped
contig_28363,Unbinned MAG,unmapped
contig_28365,MAG_84,chromosome
contig_2837,MAG_1895,unmapped
contig_28380,MAG_102,chromosome
contig_28384,MAG_1774,chromosome
contig_2839,MAG_1897,unmapped
contig_28390,MAG_740,unmapped
contig_28391,MAG_740,unmapped
contig_28392,MAG_431,unmapped
contig_28395,MAG_599,chromosome
contig_28397,MAG_1573,unmapped
contig_28400,MAG_2,chromosome
contig_28404,MAG_180,chromosome
contig_28419,Unbinned MAG,unmapped
contig_28420,MAG_150,chromosome
contig_28421,MAG_625,unmapped
contig_28425,MAG_205,chromosome
contig_28431,contig_28431,phage
contig_28433,MAG_1377,chromosome
contig_28434,contig_28434,phage
contig_2844,MAG_981,chromosome
