Contig,Restriction sites,Length,Coverage,Self Contact
contig_22707,841,81885,466,
contig_22708,906,91481,396,
contig_22716,1086,99549,240,
contig_22725,528,40525,13,
contig_2273,323,35099,11,
contig_22731,201,49841,74,
contig_2274,11004,1287040,11705,
contig_2275,209,53957,20,
contig_22755,808,143574,52,
contig_22766,963,111061,243,
contig_22768,794,74462,123,
contig_22772,12480,1139322,3843,
contig_22775,2907,341122,1183,
contig_22781,1146,238087,1963,
contig_22785,527,27176,24,
contig_22801,197,32916,112,
contig_22809,1038,238831,888,
contig_22811,36,8277,22,
contig_22812,275,28777,50,
contig_22816,12,9216,15600,
contig_2283,9890,982901,1541,
contig_22831,7355,725105,992,
contig_2284,115,19211,23,
contig_22847,176,27597,31,
contig_2285,24502,3551404,122379,
contig_22862,600,72613,34,
contig_22863,742,103432,219,
contig_22864,415,72226,93,
contig_22865,710,66416,223,
contig_2287,222,67836,152,
contig_2288,8551,2634364,56027,
contig_22882,85,10899,17,
contig_22883,404,25348,62,
contig_22888,339,46604,23,
contig_2289,1504,156291,241,
contig_22892,800,92473,92,
contig_22894,474,50348,395,
contig_22895,275,17617,19,
contig_22898,1801,149173,51,
contig_229,3014,258253,979,
contig_22903,948,100283,82,
contig_22904,493,65545,113,
contig_22909,26560,2712690,34283,
contig_22911,94,12323,11,
contig_22913,168,16969,141,
contig_22914,410,44217,127,
contig_22915,4351,380135,1249,
contig_22918,299,33951,121,
contig_22924,1489,151270,126,
contig_22927,587,59345,94,
contig_22929,244,38799,24,
contig_22932,840,78321,111,
contig_22933,427,58199,377,
contig_22952,792,83314,52,
contig_22954,795,102811,438,
contig_22955,4304,399127,460,
contig_22956,72,22646,68,
contig_22957,261,21722,144,
contig_22958,675,65559,179,
contig_22963,206,51008,115,
contig_22969,3744,307359,982,
contig_22976,309,33625,112,
contig_22978,4849,462757,1077,
contig_22982,298,19267,1388,
contig_22993,1666,231372,325,
contig_22994,549,57555,326,
contig_23,545,61024,71,
contig_23003,444,64350,53,
contig_23005,452,52343,21,
contig_23007,460,75558,133,
contig_23008,328,32841,16,
contig_23012,754,98720,61,
contig_23016,189,30922,28,
contig_23028,551,66586,103,
contig_2303,20712,1434619,2683,
contig_23041,1894,233988,1862,
contig_23053,104,13248,34,
contig_23059,642,61349,77,
contig_23071,306,30191,18,
contig_23073,4341,504469,1408,
contig_23074,1094,172198,87,
contig_23075,1582,237847,429,
contig_23084,214,18973,79,
contig_23086,60,9054,10,
contig_23087,81,11191,11,
contig_23100,48,6211,12,
contig_23101,590,74054,307,
contig_23104,607,38442,1679,
contig_23114,103,11925,42,
contig_23115,829,91629,168,
contig_23121,383,33882,13,
contig_23122,11918,1150366,1764,
contig_23125,561,123359,297,
contig_2313,117,8444,1,
contig_23130,339,55976,122,
contig_23132,816,37914,28,
contig_23133,805,42319,31,
contig_23136,386,54113,135,
contig_23138,1159,158794,714,
contig_23146,969,66138,111,
contig_2315,22743,1149205,18126,
contig_23158,3304,409951,363,
contig_23162,159,19751,33,
contig_23168,162,29170,58,
contig_23169,2205,204333,314,
contig_23171,246,30553,170,
contig_23181,137,26544,49,
contig_23182,330,38759,330,
contig_23183,303,72928,135,
contig_23184,225,43633,83,
contig_23185,3638,452259,1271,
contig_23189,346,45522,34,
contig_23192,886,100826,8,
contig_23193,232,29271,77,
contig_23194,653,84748,161,
contig_23197,1451,139782,100,
contig_2320,421,24922,46,
contig_23205,321,36438,51,
contig_23210,1124,168742,157,
contig_23211,263,19737,210,
contig_23213,234,14583,6721,
contig_23214,997,143312,181,
contig_23215,580,80364,111,
contig_23220,132,25720,5,
contig_23222,823,87139,89,
contig_23229,61,15396,34,
contig_2323,25298,1244406,6265,
contig_23234,22597,1385564,2947,
contig_23235,918,57695,4,
contig_23236,1017,55824,24,
contig_23237,1253,67411,12,
contig_23239,350,18065,7,
contig_23243,56,3920,1,
contig_2325,836,100832,628,
contig_23251,307,40151,66,
contig_23257,126,11008,35,
contig_23258,128,11552,5,
contig_23261,740,100641,1164,
contig_23267,88,23124,2009,
contig_23268,1861,172620,294,
contig_23275,337,43269,17,
contig_23277,425,31304,15,
contig_23279,248,36194,14,
contig_23284,1412,193858,95,
contig_23289,566,82520,47,
contig_23290,756,105216,277,
contig_23294,1157,134435,226,
contig_23295,1166,96601,147,
contig_233,647,74862,177,
contig_2330,151,55953,112,
contig_23306,1748,188658,77,
contig_23307,2336,246274,474,
contig_23308,935,102288,43,
contig_2331,310,82584,379,
contig_23310,1837,113316,72,
contig_23312,1412,238057,615,
contig_2332,497,65949,125,
contig_23321,612,81269,154,
contig_23330,14851,1881644,59328,
contig_23333,481,77238,129,
contig_23334,895,123141,201,
contig_23339,3480,379174,311,
contig_23343,1238,65480,17,
contig_23346,271,21757,489,
contig_23349,1244,158581,41885,
contig_2335,5277,706429,421,
contig_23357,324,36195,36,
contig_23368,381,50507,32,
contig_23369,81,13933,11,
contig_23372,281,36413,62,
contig_23374,1227,130451,36,
contig_23379,937,190616,510,
contig_23381,71,19684,33,
contig_23391,2498,330375,5392,
contig_23395,309,41219,251,
contig_23396,1101,121773,99,
contig_23397,422,51029,64,
contig_23399,4415,431962,501,
contig_23400,164,21530,29,
contig_23407,854,132686,22,
contig_23414,4009,204926,377,
contig_23415,1756,204161,450,
contig_23416,167,20417,17,
contig_23417,143,11379,7,
contig_23418,2283,139897,1381,
contig_23419,1079,93589,45,
contig_23420,327,20449,648,
contig_23426,5412,497531,121,
contig_23432,1915,199313,2423,
contig_23434,9587,903188,2143,
contig_23442,228,27712,3,
contig_23447,971,73346,1315,
contig_23448,1037,76289,629,
contig_23456,907,65077,112,
contig_23465,77,12428,25,
contig_23467,958,118294,963,
contig_23468,344,55320,23,
contig_23470,9250,2448374,1525006,
contig_23471,14,2860,8,
contig_23480,202,49717,26,
contig_23482,262,33452,54,
contig_23486,3446,353032,623,
contig_23492,303,36492,54,
contig_23493,579,80993,153,
contig_23496,442,44478,19,
contig_23500,3061,245583,1320,
contig_23501,2405,221251,264,
contig_23512,2363,331572,413,
contig_2352,929,143383,137,
contig_23524,125,5085,61,
contig_23526,35,1642,17,
contig_2353,2039,349304,78,
contig_23533,200,33978,35,
contig_23537,1041,108360,31,
contig_23538,1209,92409,388,
contig_23539,1876,147626,302,
contig_2354,166,44792,167,
contig_23541,322,43027,103,
contig_23543,2184,277104,716,
contig_23545,1211,125276,175,
contig_23555,312,49199,46,
contig_23568,3696,794669,2503,
contig_23572,703,62617,215,
contig_23579,3200,354430,192,
contig_2358,780,91292,20,
contig_23580,2761,323371,73,
contig_23581,369,47129,52,
contig_23587,251,35245,105,
contig_23591,791,70291,98,
contig_23599,463,54014,47,
contig_23600,934,86194,68,
contig_23602,907,71083,126,
contig_23623,555,66861,206,
contig_23627,22326,1301975,2120,
contig_2363,1699,204578,292,
contig_23632,389,61032,111,
contig_23633,580,47497,49,
contig_23648,1127,143252,168,
contig_23650,1685,161999,553,
contig_23652,52,16862,1145,
contig_23654,81,39189,18431,
contig_23655,113,46768,173,
contig_23656,217,60853,47,
contig_23657,766,202511,493,
contig_23658,59,9873,44,
contig_23659,69,16141,28,
contig_23660,295,79664,368,
contig_23663,282,75644,1056,
contig_23664,97,21329,88,
contig_23673,2115,111729,86,
contig_23684,1392,114686,28,
contig_23685,113,14005,4,
contig_23691,276,45844,77,
contig_23693,184,31187,10,
contig_23694,894,135696,337,
contig_23696,541,72942,134,
contig_23698,2676,630958,3637,
contig_23702,1106,181190,321,
contig_23703,808,123218,179,
contig_23708,66,8055,15,
contig_23710,73,4208,2,
contig_23716,349,54760,138,
contig_23718,283,62092,20,
contig_23722,162,17809,39,
contig_23724,113,10816,37,
contig_23725,2339,259857,1024,
contig_23726,256,26348,3,
contig_23728,1724,158580,1541,
contig_2373,1685,197320,469,
contig_23730,409,34326,32,
contig_23731,451,39403,124,
contig_23733,247,31689,14,
contig_23734,431,49475,12,
contig_23738,125,16715,30,
contig_2375,563,91926,321,
contig_23750,980,162039,295,
contig_23753,818,67580,31,
contig_23759,252,34216,3,
contig_23768,270,39543,76,
contig_23771,401,43887,1415,
contig_23772,172,51844,13,
contig_23778,430,100561,27,
contig_23785,475,77260,54,
contig_238,1698,213587,442,
contig_23800,660,97729,72,
contig_23804,345,39396,468,
contig_23807,15296,2153447,153643,
contig_23808,2812,278262,1471,
contig_23809,12179,1443028,25483,
contig_23810,1063,81159,318,
contig_23822,262,54458,115,
contig_23824,217,26905,60,
contig_23825,560,60376,187,
contig_23827,706,76417,56,
contig_23828,70,12381,15,
contig_23830,366,55364,674,
contig_23833,1588,140202,225,
contig_23835,8698,769715,2228,
contig_2384,1991,222374,307,
contig_23848,798,93056,154,
contig_23855,645,107638,1522,
contig_23861,211,32490,104,
contig_23865,582,64683,23,
contig_23869,1138,200549,78,
contig_23883,318,15742,11,
contig_239,16120,1563928,2259,
contig_23900,2186,280914,649,
contig_23906,1721,105279,75,
contig_23908,1586,105041,371,
contig_23910,5918,343794,321,
contig_23914,1602,97859,309,
contig_23922,186,19477,1210,
contig_23938,838,132253,211,
contig_23939,670,99754,389,
contig_23941,563,69304,187,
contig_23945,1561,196008,412,
contig_23948,2690,330337,1904,
contig_23951,525,67004,347,
contig_23953,282,59197,66,
contig_23961,270,44538,22,
contig_23972,1575,214591,622,
contig_23986,128,13308,8,
contig_23987,271,36876,43,
contig_23990,621,121227,61,
contig_23991,3210,306675,921,
contig_24,19226,2163287,17063,
contig_2402,1129,141524,217,
contig_24027,937,47238,12,
contig_24039,175,27347,101,
contig_2404,152,18386,33,
contig_24040,153,21113,47,
contig_24046,192,68040,10,
contig_24048,157,17637,8,
contig_24051,187,34836,56,
contig_24054,505,51427,17,
contig_24066,786,74095,129,
contig_24071,485,72339,106,
contig_24072,388,46358,80,
contig_24073,928,112637,128,
contig_24075,210,36804,28,
contig_24076,795,73964,3738,
contig_24093,761,48151,14,
contig_24097,2070,192734,744,
contig_24100,676,131447,78,
contig_24102,278,40856,1563,
contig_24109,547,65034,44,
contig_24110,341,106680,116,
contig_24113,32,8576,4,
contig_24116,210,13130,2,
contig_2412,5647,620603,2831,
contig_24120,1347,241635,1823,
contig_24121,118,23984,26,
contig_24123,7043,715503,1276,
contig_24126,571,56891,122,
contig_24127,4782,485643,192,
contig_2413,1504,155863,948,
contig_2414,2170,334082,3095,
contig_24140,188,18749,71,
contig_24142,430,62971,1839,
contig_24145,656,77672,116,
contig_24146,2665,211523,262,
contig_24148,189,17105,33,
contig_2415,4409,539346,4162,
contig_24151,533,55974,170,
contig_24157,273,64466,13419,
contig_24164,732,51050,725,
contig_24165,238,21387,140,
contig_24166,1075,119041,308,
contig_2419,1204,90250,216,
contig_2420,959,64526,194,
contig_24206,186,25391,171,
contig_24207,3504,373531,1719,
contig_24211,147,35644,10415,
contig_24212,133,26098,78,
contig_24213,105,24561,148,
contig_24217,657,73070,336,
contig_24221,2666,319736,879,
contig_2423,1558,105725,177,
contig_2424,154,9431,3,
contig_24244,538,29045,7,
contig_24247,4332,352374,431,
contig_24252,428,55422,97,
contig_24255,165,18015,42,
contig_24257,1220,171601,141,
contig_24259,864,49753,126,
contig_24262,4880,641441,1491,
contig_24273,326,35617,125,
contig_24274,348,44797,60,
contig_24277,884,47941,35,
contig_2428,5577,820312,8190,
contig_24281,5534,277256,93,
contig_24289,346,43631,118,
contig_24299,329,39435,52,
contig_243,1042,132859,237,
contig_24300,163,15807,21,
contig_24304,176,16018,5,
contig_24309,233,21937,23,
contig_2431,3354,555882,1208,
contig_24310,311,28187,50,
contig_24315,129,18215,24,
contig_24318,85,13836,46,
contig_2432,1221,200894,409,
contig_24323,196,17511,99,
contig_24324,3692,425551,195,
contig_24325,1505,156711,70,
contig_24327,538,60139,8,
contig_24328,409,44032,55,
contig_24330,175,27382,386,
contig_24336,583,70622,199,
contig_24337,2758,287322,537,
contig_24347,664,36008,4,
contig_2435,3757,621562,1265,
contig_24352,484,52619,162,
contig_24359,1887,100600,122,
contig_24369,1749,197444,1640,
contig_24370,331,48094,29,
contig_24374,1665,172805,1962,
contig_24377,167,19790,57,
contig_24380,302,87905,170,
contig_24387,164,20084,26,
contig_24390,251,29979,78,
contig_24395,629,70781,219,
contig_244,347,39882,311,
contig_24404,363,42561,139,
contig_24407,78,16195,12,
contig_24408,751,66435,89,
contig_24414,182,23708,48,
contig_24416,209,20550,20,
contig_24418,556,79725,1471,
contig_24425,1019,172984,1875,
contig_24432,33,5335,8,
contig_24435,14,3200,13,
contig_2444,4935,447993,116,
contig_24440,3688,414399,398,
contig_24452,179,24170,64,
contig_24453,99,11565,44,
contig_24459,199,46978,73,
contig_24466,484,69167,73,
contig_24469,851,123687,394,
contig_24476,971,124034,76,
contig_24478,2166,253271,1514,
contig_2448,1447,149598,161,
contig_24487,488,30260,374,
contig_24510,530,50458,56,
contig_24511,1314,137458,219,
contig_24512,360,50426,34,
contig_24524,1204,151718,382,
contig_24527,2818,513180,691,
contig_24529,46,13272,890,
contig_2453,1845,95898,782,
contig_24531,37,4060,16,
contig_24536,221,21739,340,
contig_24543,133,16176,21,
contig_24548,2824,359461,1557,
contig_2455,1179,65932,84,
contig_24551,2776,382554,1556,
contig_24553,3389,368669,178,
contig_24554,711,126497,465,
contig_2456,1263,70390,53,
contig_24563,980,83067,140,
contig_24566,277,42656,99,
contig_24567,1390,197346,542,
contig_24568,465,58885,7,
contig_2457,860,42973,68,
contig_24573,105,8168,32,
contig_24579,252,38284,63,
contig_24582,285,41077,62,
contig_24583,250,38147,40,
contig_24584,774,76732,118,
contig_2459,379,38328,47,
contig_24591,2889,238943,329,
contig_24599,1483,179337,5882,
contig_246,2474,360544,684,
contig_24600,186,11642,299,
contig_24609,138,34607,119,
contig_24617,2730,284137,84,
contig_24621,342,43287,22,
contig_24625,6109,1646376,3054,
contig_24628,461,60606,53,
contig_24631,330,44186,28,
contig_24632,330,43709,8,
contig_24633,77,9295,5,
contig_24637,205,29469,249,
contig_24643,869,209835,172,
contig_24644,1197,123013,167,
contig_24648,461,71777,165,
contig_24649,1798,172080,102,
contig_24651,1081,128004,1145,
contig_24653,122,12785,1,
contig_24658,180,57740,41,
contig_24660,160,44121,55,
contig_24662,152,38645,15,
contig_24664,317,87394,58,
contig_24666,130,47908,3,
contig_24667,354,119657,216,
contig_24670,127,47174,23,
contig_24673,85,24231,158,
contig_24674,1824,598265,33910,
contig_24675,225,54559,129,
contig_24678,585,53854,62,
contig_24680,704,57832,64,
contig_24683,901,177346,429,
contig_24690,11911,608748,327,
contig_24691,5663,279264,108,
contig_24692,66,5617,24,
contig_24696,1945,209163,1635,
contig_2470,1015,109234,241,
contig_24703,440,62949,60,
contig_24704,227,32847,1,
contig_24706,343,54134,82,
contig_24708,1299,156535,313,
contig_24711,964,100944,149,
contig_24712,598,139323,70,
contig_24724,297,34213,19,
contig_24726,3410,340957,311,
contig_24727,13713,1427905,4330,
contig_2473,23837,2643236,90693,
contig_24735,1216,66459,39,
contig_24743,550,65760,207,
contig_24746,1173,81139,91,
contig_2475,1631,271533,729,
contig_24750,437,61282,123,
contig_24751,779,81823,125,
contig_24753,259,21292,947,
contig_24754,1459,224048,196,
contig_2476,900,183712,76,
contig_2477,1145,193974,698,
contig_24771,921,95117,3,
contig_24775,292,41432,28,
contig_24777,4680,329553,504,
contig_24784,416,35726,217,
contig_24787,315,23024,13,
contig_24789,27,4540,19,
contig_24790,2930,336604,2493,
contig_24791,1354,147462,742,
contig_24794,473,56206,962,
contig_24796,708,81232,349,
contig_24797,1086,113521,1196,
contig_24800,678,77134,149,
contig_24804,723,74347,149,
contig_24813,2185,209372,265,
contig_24815,1717,177411,612,
contig_24817,1955,193517,332,
contig_24820,2035,197744,541,
contig_24821,1901,178706,149,
contig_24823,1834,171432,116,
contig_24824,568,61271,9,
contig_24827,310,36424,118,
contig_24839,1145,86947,107,
contig_24840,2096,231579,435,
contig_24841,1219,120533,159,
contig_24842,968,93591,45,
contig_24844,160,16189,44,
contig_24846,471,51125,199,
contig_24866,1395,133188,240,
contig_24867,1524,166117,113,
contig_24878,2483,295766,612,
contig_24882,2114,104250,40,
contig_24887,353,51529,37,
contig_24894,1157,86168,741,
contig_24895,836,55713,253,
contig_24912,5701,790154,10795,
contig_24914,2363,274051,565,
contig_24915,917,169820,713,
contig_24918,9820,1313161,15401,
contig_24925,847,144231,442,
contig_24931,928,75131,72,
contig_24936,220,56031,100,
contig_24946,104,19566,115,
contig_24948,396,62931,320,
contig_2495,400,40240,126,
contig_24951,2646,350331,2037,
contig_24954,1252,166331,295,
contig_24957,99,23229,73,
contig_24968,643,86424,141,
contig_24971,249,30097,39,
contig_24972,13163,2433905,182563,
contig_24976,463,66398,200,
contig_24978,187,27283,57,
contig_24981,3229,354510,56,
contig_24982,1579,182520,165,
contig_24984,3147,362464,108,
contig_2499,6301,1098985,1683,
contig_24999,2527,318792,302,
contig_25017,46,4068,25,
contig_25028,158,17202,69,
contig_25030,225,26160,15,
contig_25039,309,50421,147,
contig_25040,340,49146,122,
contig_25042,862,132549,206,
contig_25044,13841,1296540,3651,
contig_25046,671,60081,28,
contig_25048,191,22539,48,
contig_25061,1355,84137,3824,
contig_25082,8184,1187219,7084,
contig_25083,734,124907,63,
contig_25084,726,71383,135,
contig_25089,11079,783060,41674,
contig_25093,60,18940,225,
contig_25095,602,85040,121,
contig_25102,849,82582,105,
contig_25120,234,31346,43,
contig_25122,2787,439306,274,
contig_25129,8163,445878,142,
contig_25136,309,16103,64,
contig_25137,507,52945,97,
contig_25148,580,110793,216,
contig_25154,23565,2441733,14082,
contig_25160,281,40004,68,
contig_25185,849,152968,99,
contig_25206,1797,228359,595,
contig_25212,639,84991,17,
contig_25218,1007,76582,57,
contig_25219,3023,290553,715,
contig_25225,2855,478177,324,
contig_25229,429,44230,110,
contig_2523,376,73904,10,
contig_25235,651,95613,287,
contig_25236,55,18173,1160,
contig_25237,509,128275,125,
contig_25241,2241,617613,2220,
contig_25248,578,82905,134,
contig_25249,2554,440554,1948,
contig_25250,1005,169911,427,
contig_25251,219,39550,39,
contig_25252,698,130380,127,
contig_25253,1710,321557,897,
contig_25256,1186,119895,140,
contig_25257,2557,127302,62,
